# Time (s),DUT (V),TEM (V)
0.000000000000000000e+00,-4.013737581319293127e-04,1.883996841752996927e-03
2.000400160064025567e-11,-3.442623531360425619e-04,1.619893397956271739e-03
4.000800320128051133e-11,-2.845277377936288933e-04,1.348414454463366932e-03
6.001200480192076700e-11,-2.218586580121762028e-04,1.086392897267823452e-03
8.001600640256102266e-11,-1.563137438205989920e-04,8.500255493029664150e-04
1.000200080032012783e-10,-8.834453423429112985e-05,6.538557852629019651e-04
1.200240096038415340e-10,-1.879195853528106572e-05,5.098818335651314222e-04
1.400280112044817897e-10,5.114277575559132851e-05,4.268435497213087762e-04
1.600320128051220453e-10,1.199503707962812815e-04,4.097283122888204995e-04
1.800360144057623010e-10,1.858848366046350804e-04,4.595222819452148108e-04
2.000400160064025567e-10,2.470491815139499742e-04,5.732175009955534171e-04
2.200440176070428123e-10,3.014897757679563294e-04,7.440691884544862631e-04
2.400480192076830680e-10,3.472934502013092124e-04,9.620821052546404614e-04
2.600520208083233237e-10,3.826814607310878341e-04,1.214690970966237791e-03
2.800560224089635793e-10,4.060948862874660709e-04,1.487588441459082589e-03
3.000600240096038350e-10,4.162667903014991987e-04,1.765645778152017363e-03
3.200640256102440907e-10,4.122775019501662835e-04,2.033866524775689976e-03
3.400680272108843463e-10,3.935905862324994790e-04,2.278312500416273742e-03
3.600720288115246020e-10,3.600683854806362443e-04,2.486944222066668053e-03
3.800760304121648577e-10,3.119673395437459469e-04,2.650324253501055993e-03
4.000800320128051133e-10,2.499145406137035495e-04,2.762141488423268485e-03
4.200840336134453690e-10,1.748680726502813327e-04,2.819526374621031829e-03
4.400880352140856247e-10,8.806455886357236556e-05,2.823140786143815868e-03
4.600920368147258803e-10,-9.042055011929994496e-06,2.777040770544083118e-03
4.800960384153661360e-10,-1.148461478950747044e-04,2.688324816573599719e-03
5.001000400160063916e-10,-2.276561674830649231e-04,2.566593701144545027e-03
5.201040416166466473e-10,-3.457564314699947843e-04,2.423259553766266006e-03
5.401080432172869030e-10,-4.674615007898980101e-04,2.270750817941382792e-03
5.601120448179271586e-10,-5.911604068354807482e-04,2.121665755495900224e-03
5.801160464185674143e-10,-7.153489321235078106e-04,1.987929693942473187e-03
6.001200480192076700e-10,-8.386491418811987519e-04,1.880010239102436736e-03
6.201240496198479256e-10,-9.598163692182484774e-04,1.806240268782684016e-03
6.401280512204881813e-10,-1.077734797444110859e-03,1.772291005988524404e-03
6.601320528211284370e-10,-1.191403594872173823e-03,1.780827351740205990e-03
6.801360544217686926e-10,-1.299916186252105237e-03,1.831365606065046836e-03
7.001400560224089483e-10,-1.402435651309208225e-03,1.920340503961182879e-03
7.201440576230492040e-10,-1.498169402041058147e-03,2.041374988457967700e-03
7.401480592236894596e-10,-1.586346201687815084e-03,2.185733193522410370e-03
7.601520608243297153e-10,-1.666198262814708609e-03,2.342925530508781912e-03
7.801560624249699710e-10,-1.736950629495189174e-03,2.501425284200073894e-03
8.001600640256102266e-10,-1.797819353137252059e-03,2.649449310907011843e-03
8.201640656262504823e-10,-1.848019167892826602e-03,2.775751700396989017e-03
8.401680672268907380e-10,-1.886780521502022349e-03,2.870378826365276373e-03
8.601720688275309936e-10,-1.913374984914862796e-03,2.925337067767957121e-03
8.801760704281712493e-10,-1.927147311023768954e-03,2.935130428536721937e-03
9.001800720288115050e-10,-1.927551794784857940e-03,2.897133915452606168e-03
9.201840736294517606e-10,-1.914190149072236835e-03,2.811779285926857639e-03
9.401880752300919129e-10,-1.886847884616870081e-03,2.682541951909295837e-03
9.601920768307322720e-10,-1.845526184698776783e-03,2.515730640844135880e-03
9.801960784313726310e-10,-1.790466495793562995e-03,2.320094052026439990e-03
1.000200080032012783e-09,-1.722165497697710412e-03,2.106270405875014084e-03
1.020204081632652936e-09,-1.641378739281026565e-03,1.886115730345969089e-03
1.040208083233293295e-09,-1.549111984672857725e-03,1.671954341421134655e-03
1.060212084833933654e-09,-1.446600155495177857e-03,1.475799782862937748e-03
1.080216086434573806e-09,-1.335274618002677688e-03,1.308596203610666066e-03
1.100220088035213958e-09,-1.216720388323656562e-03,1.179528675787630499e-03
1.120224089635854317e-09,-1.092625555682923567e-03,1.095446400690073922e-03
1.140228091236494676e-09,-9.647258004835784469e-04,1.060435416747444260e-03
1.160232092837134829e-09,-8.347472696626094578e-04,1.075567788666034318e-03
1.180236094437774981e-09,-7.043512372034671336e-04,1.138842940311439109e-03
1.200240096038415340e-09,-5.750839095969770536e-04,1.245324518320788110e-03
1.220244097639055699e-09,-4.483344369508612294e-04,1.387463719419051045e-03
1.240248099239695851e-09,-3.253036788060674391e-04,1.555588170532588377e-03
1.260252100840336004e-09,-2.069855826157682632e-04,1.738524964129536162e-03
1.280256102440976363e-09,-9.416220777870428708e-05,1.924317980549121974e-03
1.300260104041616722e-09,1.258747607334892177e-05,2.100993703819071818e-03
1.320264105642256874e-09,1.128658106833033625e-04,2.257326724876473120e-03
1.340268107242897026e-09,2.064233642945145428e-04,2.383556208867805212e-03
1.360272108843537385e-09,2.931169905972607443e-04,2.472007768557465089e-03
1.380276110444177744e-09,3.728621028765066389e-04,2.517581227134025202e-03
1.400280112044817897e-09,4.455826575690859104e-04,2.518073283864509168e-03
1.420284113645458049e-09,5.111625363926052554e-04,2.474314572657952335e-03
1.440288115246098408e-09,5.694019686834526570e-04,2.390112363261304509e-03
1.460292116846738767e-09,6.199823469776300465e-04,2.272002455145191030e-03
1.480296118447378919e-09,6.624422765124349764e-04,2.128825880532787297e-03
1.500300120048019072e-09,6.961669953333249989e-04,1.971157107262047625e-03
1.520304121648659431e-09,7.203924508413300180e-04,1.810619819856952584e-03
