# Time (s),DUT (V),TEM (V)
0.000000000000000000e+00,2.420189330188282802e-04,-1.298232422782067894e-03
2.000400160064025567e-11,3.423291703001162889e-04,-8.587596590611642133e-04
4.000800320128051133e-11,4.099125017611236050e-04,-3.377498043246891899e-04
6.001200480192076700e-11,4.431092329397554454e-04,2.403167122604735770e-04
8.001600640256102266e-11,4.417045271458573587e-04,8.489714520562503027e-04
1.000200080032012783e-10,4.069017253542132570e-04,1.461184200744010094e-03
1.200240096038415340e-10,3.412246969854255897e-04,2.050799881045092202e-03
1.400280112044817897e-10,2.483558998616646916e-04,2.593902775119341902e-03
1.600320128051220453e-10,1.329203064724413322e-04,3.070029790733417273e-03
1.800360144057623010e-10,2.282036327079139647e-07,3.463164261770032646e-03
2.000400160064025567e-10,-1.440080663595420416e-04,3.762455557341140740e-03
2.200440176070428123e-10,-2.939671949453340856e-04,3.962626718574024411e-03
2.400480192076830680e-10,-4.440053975379182490e-04,4.064051396159238175e-03
2.600520208083233237e-10,-5.889206332265971809e-04,4.072501352670322705e-03
2.800560224089635793e-10,-7.241805425348652814e-04,3.998585501082308272e-03
3.000600240096038350e-10,-8.461025441592679363e-04,3.856919681121459467e-03
3.200640256102440907e-10,-9.519776197846851725e-04,3.665082033737727951e-03
3.400680272108843463e-10,-1.040132847101655784e-03,3.442420992261684132e-03
3.600720288115246020e-10,-1.109931497404358352e-03,3.208790858905743830e-03
3.800760304121648577e-10,-1.161713266639609679e-03,2.983293232129574386e-03
4.000800320128051133e-10,-1.196680731121537973e-03,2.783101036976336987e-03
4.200840336134453690e-10,-1.216741201238969415e-03,2.622435725284877079e-03
4.400880352140856247e-10,-1.224315607220493197e-03,2.511757779032316399e-03
4.600920368147258803e-10,-1.222127748989971759e-03,2.457216648114026770e-03
4.800960384153661360e-10,-1.212988084016826829e-03,2.460389576957763575e-03
5.001000400160063916e-10,-1.199586172926651612e-03,2.518320472634086489e-03
5.201040416166466473e-10,-1.184304968034188789e-03,2.623851181855353220e-03
5.401080432172869030e-10,-1.169068384541083975e-03,2.766219437098703035e-03
5.601120448179271586e-10,-1.155231156990427872e-03,2.931881413498987551e-03
5.801160464185674143e-10,-1.143517015536766029e-03,3.105503299442477234e-03
6.001200480192076700e-10,-1.134007910082840496e-03,3.271056336981499179e-03
6.201240496198479256e-10,-1.126183577230087732e-03,3.412944017309633982e-03
6.401280512204881813e-10,-1.119007403401831241e-03,3.517088843256003031e-03
6.601320528211284370e-10,-1.111051498218073837e-03,3.571909336422608369e-03
6.801360544217686926e-10,-1.100651345654103013e-03,3.569125531635124193e-03
7.001400560224089483e-10,-1.086078505029338965e-03,3.504342562069465757e-03
7.201440576230492040e-10,-1.065718705976508810e-03,3.377376359756036235e-03
7.401480592236894596e-10,-1.038242388886175633e-03,3.192302058864407866e-03
7.601520608243297153e-10,-1.002755299657567128e-03,2.957223347682559102e-03
7.801560624249699710e-10,-9.589181160270022521e-04,2.683778663196024518e-03
8.001600640256102266e-10,-9.070261723604213042e-04,2.386416661314360622e-03
8.201640656262504823e-10,-8.480430253697507186e-04,2.081487803672575024e-03
8.401680672268907380e-10,-7.835846927899955483e-04,1.786210294818767370e-03
8.601720688275309936e-10,-7.158547027589672648e-04,1.517576290277232454e-03
8.801760704281712493e-10,-6.475334020799612808e-04,1.291267819380405562e-03
9.001800720288115050e-10,-5.816280750325295013e-04,1.120651030854150033e-03
9.201840736294517606e-10,-5.212931221728052227e-04,1.015912249525102078e-03
9.401880752300919129e-10,-4.696316672215567357e-04,9.833902701812833810e-04
9.601920768307322720e-10,-4.294913624335136462e-04,1.025146893300010352e-03
9.801960784313726310e-10,-4.032677562814681823e-04,1.138802716041565190e-03
1.000200080032012783e-09,-3.927283299257211405e-04,1.317648574814871739e-03
1.020204081632652936e-09,-3.988692120358466094e-04,1.551025832989124872e-03
1.040208083233293295e-09,-4.218147089301782439e-04,1.824951990071949125e-03
1.060212084833933654e-09,-4.607672512302269990e-04,2.122952892502976904e-03
1.080216086434573806e-09,-5.140123136128742741e-04,2.427050087265486544e-03
1.100220088035213958e-09,-5.789794973994410532e-04,2.718842357036612041e-03
1.120224089635854317e-09,-6.523574840700672355e-04,2.980614784470396548e-03
1.140228091236494676e-09,-7.302571867763091524e-04,3.196407149442717817e-03
1.160232092837134829e-09,-8.084143567164976240e-04,3.352976144211070736e-03
1.180236094437774981e-09,-8.824203337615896259e-04,3.440592613015299242e-03
1.200240096038415340e-09,-9.479677277853763157e-04,3.453625350994904246e-03
1.220244097639055699e-09,-1.001096700435845106e-03,3.390876277601110635e-03
1.240248099239695851e-09,-1.038427260553890282e-03,3.255647197594098170e-03
1.260252100840336004e-09,-1.057363611720022693e-03,3.055534916894123067e-03
1.280256102440976363e-09,-1.056258065319365608e-03,2.801968162767480217e-03
1.300260104041616722e-09,-1.034524272955612530e-03,2.509515536905531242e-03
1.320264105642256874e-09,-9.926924070117167445e-04,2.195007635598099447e-03
1.340268107242897026e-09,-9.324022576522670702e-04,1.876527653712179453e-03
1.360272108843537385e-09,-8.563338198894799051e-04,1.572332571421533858e-03
1.380276110444177744e-09,-7.680786001352697678e-04,1.299770941057366803e-03
1.400280112044817897e-09,-6.719583589866043923e-04,1.074263123726885288e-03
1.420284113645458049e-09,-5.728011165795000208e-04,9.084056029206505128e-04
