# Time (s),DUT (V),TEM (V)
0.000000000000000000e+00,-6.937982101347136936e-04,-1.655582252752373779e-04
2.000400160064025567e-11,-8.758550343489862567e-04,2.575278464247438416e-04
4.000800320128051133e-11,-1.063982848403022740e-03,5.427015891267827647e-04
6.001200480192076700e-11,-1.252933347097155399e-03,6.811014117985941764e-04
8.001600640256102266e-11,-1.436891477168363886e-03,6.731736509479698980e-04
1.000200080032012783e-10,-1.609722192011322269e-03,5.284519843267279681e-04
1.200240096038415340e-10,-1.765247636972268070e-03,2.647772423777197313e-04
1.400280112044817897e-10,-1.897539966905712134e-03,-9.298683703972038023e-05
1.600320128051220453e-10,-2.001213814653342565e-03,-5.146557685887671050e-04
1.800360144057623010e-10,-2.071702178051839250e-03,-9.667333172811609816e-04
2.000400160064025567e-10,-2.105500191412885708e-03,-1.414598474480770630e-03
2.200440176070428123e-10,-2.100362855644268261e-03,-1.824731953546001716e-03
2.400480192076830680e-10,-2.055445225537941550e-03,-2.166842846544220127e-03
2.600520208083233237e-10,-1.971376651140676044e-03,-2.415763852035899325e-03
2.800560224089635793e-10,-1.850264260898488262e-03,-2.552999352758726984e-03
3.000600240096038350e-10,-1.695624747341668327e-03,-2.567833524862476666e-03
3.200640256102440907e-10,-1.512247445662099005e-03,-2.457934103677103521e-03
3.400680272108843463e-10,-1.305995453704277606e-03,-2.229419590866948096e-03
3.600720288115246020e-10,-1.083554912169848363e-03,-1.896391526176749833e-03
3.800760304121648577e-10,-8.521453539660217569e-04,-1.479966840391850388e-03
4.000800320128051133e-10,-6.192060847735461138e-04,-1.006876178746227753e-03
4.200840336134453690e-10,-3.920747606202192753e-04,-5.077205363096600095e-04
4.400880352140856247e-10,-1.776746206814147730e-04,-1.499897242491430834e-05
4.600920368147258803e-10,1.777379340795551954e-05,4.389666458731878839e-04
4.800960384153661360e-10,1.890021012215507986e-04,8.240787344622432006e-04
5.001000400160063916e-10,3.318926784387204315e-04,1.114354835992568916e-03
5.201040416166466473e-10,4.436172480444853334e-04,1.289545166681001481e-03
5.401080432172869030e-10,5.227097126401007926e-04,1.336378056107343859e-03
5.601120448179271586e-10,5.690711157068320146e-04,1.249358713012790195e-03
5.801160464185674143e-10,5.839083140477192065e-04,1.031075424293109548e-03
6.001200480192076700e-10,5.696114777289227509e-04,6.919985659883936147e-04
6.201240496198479256e-10,5.295787088057587197e-04,2.497896945070801449e-04
6.401280512204881813e-10,4.679987113992615079e-04,-2.718315068105643748e-04
6.601320528211284370e-10,3.896044129244024537e-04,-8.445874223964866534e-04
6.801360544217686926e-10,2.994116309791753998e-04,-1.437412561348398862e-03
7.001400560224089483e-10,2.024572510558642112e-04,-2.018380223627541138e-03
7.201440576230492040e-10,1.035509244444877123e-04,-2.556663793679747609e-03
7.401480592236894596e-10,7.053059436981195442e-06,-3.024409676490966148e-03
7.601520608243297153e-10,-8.331004710857784889e-05,-3.398405606916661201e-03
7.801560624249699710e-10,-1.645855774856225511e-04,-3.661442007485057708e-03
8.001600640256102266e-10,-2.346825879812647786e-04,-3.803284303693240352e-03
8.201640656262504823e-10,-2.924070692890941639e-04,-3.821199303934924487e-03
8.401680672268907380e-10,-3.374444559756033615e-04,-3.720007288617710461e-03
8.601720688275309936e-10,-3.702933624976352078e-04,-3.511661509221062141e-03
8.801760704281712493e-10,-3.921569943245739077e-04,-3.214386472695804874e-03
9.001800720288115050e-10,-4.048008823746452201e-04,-2.851433819394317594e-03
9.201840736294517606e-10,-4.103872006334075245e-04,-2.449538089676929313e-03
9.401880752300919129e-10,-4.112968719980030071e-04,-2.037172773455173027e-03
9.601920768307322720e-10,-4.099509095395410308e-04,-1.642718656529582261e-03
9.801960784313726310e-10,-4.086419861187055250e-04,-1.292660942021798837e-03
1.000200080032012783e-09,-4.093861229963495149e-04,-1.009928714000807260e-03
1.020204081632652936e-09,-4.138027239616303972e-04,-8.124802684733622212e-04
1.040208083233293295e-09,-4.230290734884815267e-04,-7.122213555432431453e-04
1.060212084833933654e-09,-4.376730072764147906e-04,-7.143215465182657219e-04
1.080216086434573806e-09,-4.578049076208386982e-04,-8.169681797110639031e-04
1.100220088035213958e-09,-4.829876355502508165e-04,-1.011569303501939215e-03
1.120224089635854317e-09,-5.123406425574763201e-04,-1.283388510181402657e-03
1.140228091236494676e-09,-5.446324484707233118e-04,-1.612567341621736839e-03
1.160232092837134829e-09,-5.783940471244079784e-04,-1.975466754111601230e-03
1.180236094437774981e-09,-6.120446969854648504e-04,-2.346239458019334662e-03
1.200240096038415340e-09,-6.440210244160452955e-04,-2.698531005647868998e-03
1.220244097639055699e-09,-6.729004305703710628e-04,-3.007200125241464139e-03
1.240248099239695851e-09,-6.975104296796717611e-04,-3.249948408276511456e-03
1.260252100840336004e-09,-7.170167022599049662e-04,-3.408756025412459228e-03
1.280256102440976363e-09,-7.309842362662716904e-04,-3.471033209807189521e-03
1.300260104041616722e-09,-7.394078421650821138e-04,-3.430415934669537106e-03
1.320264105642256874e-09,-7.427104364788088752e-04,-3.287157305980039669e-03
1.340268107242897026e-09,-7.417096554842612802e-04,-3.048092202689483329e-03
1.360272108843537385e-09,-7.375554486998060245e-04,-2.726179962726889977e-03
1.380276110444177744e-09,-7.316431807931051247e-04,-2.339656702862156351e-03
1.400280112044817897e-09,-7.255083265454333056e-04,-1.910853484075353487e-03
1.420284113645458049e-09,-7.207099849588401164e-04,-1.464757449076593094e-03
1.440288115246098408e-09,-7.187111015664022313e-04,-1.027408965971334442e-03
1.460292116846738767e-09,-7.207634395832527435e-04,-6.242377364982008934e-04
1.480296118447378919e-09,-7.278049801744508000e-04,-2.784441766595699809e-04
1.500300120048019072e-09,-7.403765910038721983e-04,-9.528977890662022106e-06
1.520304121648659431e-09,-7.585635406992267873e-04,1.679361393280503578e-04
1.540308123249299790e-09,-7.819658400751489016e-04,2.452191997309735388e-04
1.560312124849939942e-09,-8.096995631155825797e-04,2.199635392294717242e-04
1.580316126450580094e-09,-8.404293583041733996e-04,9.631545904140975775e-05
1.600320128051220453e-09,-8.724304252344308860e-04,-1.153627485135266844e-04
1.620324129651860812e-09,-9.036764211659595964e-04,-3.991748271275735423e-04
1.640328131252500965e-09,-9.319481860526584571e-04,-7.347231241230095652e-04
1.660332132853141117e-09,-9.549569249416475477e-04,-1.098425169852023601e-03
1.680336134453781476e-09,-9.704746342745557619e-04,-1.465030018124662556e-03
1.700340136054421835e-09,-9.764641487691541350e-04,-1.809237765377843567e-03
1.720344137655061987e-09,-9.712012357765219912e-04,-2.107319476645743567e-03
1.740348139255702140e-09,-9.533816636985500016e-04,-2.338635059808011774e-03
1.760352140856342499e-09,-9.222070827296687933e-04,-2.486953396457644572e-03
1.780356142456982858e-09,-8.774448183691952287e-04,-2.541491802936456362e-03
1.800360144057623010e-09,-8.194582096220697160e-04,-2.497609828766642146e-03
1.820364145658263162e-09,-7.492058289956406549e-04,-2.357114351349402261e-03
1.840368147258903521e-09,-6.682096964926063313e-04,-2.128157498169859843e-03
1.860372148859543880e-09,-5.784943391920961036e-04,-1.824734565900259326e-03
1.880376150460183826e-09,-4.825001507091053162e-04,-1.465814195499530806e-03
1.900380152060824185e-09,-3.829758803939525358e-04,-1.074156031752045593e-03
1.920384153661464544e-09,-2.828561558519042483e-04,-6.748905134652232862e-04
1.940388155262104903e-09,-1.851306592620963415e-04,-2.939501052892735727e-04
1.960392156862745262e-09,-9.271190558828696325e-05,4.354970375153590051e-05
1.980396158463385208e-09,-8.308500434039446997e-06,3.148784854425712757e-04
2.000400160064025567e-09,6.568969804960782298e-05,5.011104054166362750e-04
2.020404161664665926e-09,1.273088881860296015e-04,5.883071709287693383e-04
