# Time (s),DUT (V),TEM (V)
0.000000000000000000e+00,-1.252025988577172089e-03,5.913207433165014459e-04
2.000285795941697536e-11,-1.161198452678649995e-03,7.283044005181978564e-04
4.000571591883395072e-11,-1.055301245244113237e-03,8.348965389955276912e-04
6.000857387825092932e-11,-9.376448576310271324e-04,9.067396536682054402e-04
8.001143183766790145e-11,-8.118975685926430302e-04,9.403722844879303664e-04
1.000142897970848736e-10,-6.819428674783118913e-04,9.334750664845390278e-04
1.200171477565018586e-10,-5.517261411257016156e-04,8.850809297648076822e-04
1.400200057159188178e-10,-4.250977242207284578e-04,7.957326731632988160e-04
1.600228636753358029e-10,-3.056597047734423058e-04,6.675733395854122803e-04
1.800257216347527880e-10,-1.966237853777941756e-04,5.043581581894255325e-04
2.000285795941697472e-10,-1.006870263880530993e-04,3.113811124770759445e-04
2.200314375535867322e-10,-1.993145957520789586e-05,9.531419642068093801e-05
2.400342955130037173e-10,4.424759892594008450e-05,-1.360371718258744232e-04
2.600371534724207023e-10,9.118113038188532153e-05,-3.740536403356205784e-04
2.800400114318376357e-10,1.209320955450336499e-04,-6.096822090173086234e-04
3.000428693912546207e-10,1.342671376578268223e-04,-8.338586814203315491e-04
3.200457273506716058e-10,1.325959535091511933e-04,-1.037950105980338378e-03
3.400485853100885908e-10,1.178816245498178871e-04,-1.214192723585964372e-03
3.600514432695055759e-10,9.252667395314574759e-05,-1.356100070478819235e-03
3.800543012289225093e-10,5.924083795458443897e-05,-1.458816566346949738e-03
4.000571591883394943e-10,2.089744385034781254e-05,-1.519394160725550573e-03
4.200600171477564794e-10,-1.961417698972631342e-05,-1.536973330061966328e-03
4.400628751071734644e-10,-5.953267432503587864e-05,-1.512854729341130567e-03
4.600657330665904495e-10,-9.635776239931265316e-05,-1.450453834228114958e-03
4.800685910260074345e-10,-1.279657583280733625e-04,-1.355137617507004479e-03
5.000714489854243679e-10,-1.527019430061705605e-04,-1.233949289576945565e-03
5.200743069448414046e-10,-1.694454200213049288e-04,-1.095233970461896751e-03
5.400771649042583380e-10,-1.776436805912747776e-04,-9.481844213011919858e-04
5.600800228636752714e-10,-1.773157542366349455e-04,-8.023312424060070371e-04
5.800828808230923081e-10,-1.690245426648647180e-04,-6.670058893414895860e-04
6.000857387825092415e-10,-1.538206026112527150e-04,-5.508071891553550621e-04
6.200885967419262782e-10,-1.331611695191202524e-04,-4.611025705257231454e-04
6.400914547013432116e-10,-1.088095134854291928e-04,-4.035938764260847515e-04
6.600943126607601449e-10,-8.272072035331811367e-05,-3.819744428491464992e-04
6.800971706201771817e-10,-5.692063973384577612e-05,-3.976992541242100124e-04
7.001000285795941150e-10,-3.338500374013494434e-05,-4.498836843031357377e-04
7.201028865390111518e-10,-1.392558304396442634e-05,-5.353389589176171890e-04
7.401057444984280852e-10,-8.972099952178141057e-08,-6.487444500043264804e-04
7.601086024578450185e-10,6.921295353276441585e-06,-7.829487263667624184e-04
7.801114604172620553e-10,6.310753713023275528e-06,-9.293834174929536084e-04
8.001143183766789886e-10,-2.280931104520642153e-06,-1.078566900038170281e-03
8.201171763360960254e-10,-1.877091823737007305e-05,-1.220669026380763857e-03
8.401200342955129587e-10,-4.265555639933156029e-05,-1.346103962576900102e-03
8.601228922549298921e-10,-7.305698531205933254e-05,-1.446115971643055931e-03
8.801257502143469288e-10,-1.087913331304182253e-04,-1.513322838308194885e-03
9.001286081737638622e-10,-1.484538723225288775e-04,-1.542183628745453844e-03
9.201314661331808990e-10,-1.905155340762437212e-04,-1.529361528609883862e-03
9.401343240925978323e-10,-2.334245594531907846e-04,-1.473958393007824240e-03
9.601371820520148691e-10,-2.757068194371152959e-04,-1.377605044521705395e-03
9.801400400114316990e-10,-3.160584789520170189e-04,-1.244399843781594057e-03
1.000142897970848736e-09,-3.534252023028617846e-04,-1.080697131588567554e-03
1.020145755930265773e-09,-3.870629675352063874e-04,-8.947562586697418996e-04
1.040148613889682809e-09,-4.165767227490346563e-04,-6.962705240384906881e-04
1.060151471849099639e-09,-4.419345089086060122e-04,-4.958029036318020288e-04
1.080154329808516676e-09,-4.634562083167825548e-04,-3.041614910796073211e-04
1.100157187767933713e-09,-4.817776643271859459e-04,-1.317517015537865736e-04
1.120160045727350543e-09,-4.977924615355987410e-04,1.205577200901288872e-05
1.140162903686767579e-09,-5.125750644553346558e-04,1.195026634092086529e-04
1.160165761646184616e-09,-5.272902021122472145e-04,1.849306639545288957e-04
1.180168619605601446e-09,-5.430942843612024873e-04,2.051479136239397734e-04
1.200171477565018483e-09,-5.610351882190981691e-04,1.796505005370098733e-04
1.220174335524435520e-09,-5.819569244995999313e-04,1.106834823730443374e-04
1.240177193483852556e-09,-6.064154741584982860e-04,3.135467862091716282e-06
1.260180051443269386e-09,-6.346114807191164092e-04,-1.357291846633181258e-04
1.280182909402686423e-09,-6.663445331732936305e-04,-2.966865834048124139e-04
1.300185767362103460e-09,-7.009925267475500916e-04,-4.690947654141394913e-04
1.320188625321520290e-09,-7.375181184019381515e-04,-6.415293153497238221e-04
1.340191483280937327e-09,-7.745026849240647764e-04,-8.024759063334121600e-04
1.360194341240354363e-09,-8.102065376508989008e-04,-9.410385565758148940e-04
1.380197199199771400e-09,-8.426525460629001336e-04,-1.047620865083027757e-03
1.400200057159188230e-09,-8.697288672064454936e-04,-1.114538525200305108e-03
1.420202915118605267e-09,-8.893052556566490192e-04,-1.136524986017467412e-03
1.440205773078022304e-09,-8.993565131021469521e-04,-1.111098054665786905e-03
1.460208631037439134e-09,-8.980860838759317875e-04,-1.038763178466066417e-03
