# Time (s),DUT (V),TEM (V)
0.000000000000000000e+00,-4.016347802405200850e-04,2.527852574370770267e-04
2.000285795941697536e-11,-6.050961879338422706e-04,1.668979140358896720e-04
4.000571591883395072e-11,-8.007289012175544760e-04,7.990353739561529590e-05
6.000857387825092932e-11,-9.818735886913865143e-04,-3.703398449373585755e-06
8.001143183766790145e-11,-1.142556462705593759e-03,-8.004111469360060643e-05
1.000142897970848736e-10,-1.277774819877402481e-03,-1.460925445415938470e-04
1.200171477565018586e-10,-1.383723247026497679e-03,-1.998963230294229247e-04
1.400200057159188178e-10,-1.457948676126436449e-03,-2.406643019336398182e-04
1.600228636753358029e-10,-1.499427067784621457e-03,-2.688179803655033756e-04
1.800257216347527880e-10,-1.508559446199627188e-03,-2.859415614494263441e-04
2.000285795941697472e-10,-1.487089978874030476e-03,-2.946547998607594826e-04
2.200314375535867322e-10,-1.437953475152843131e-03,-2.984140400936665521e-04
2.400342955130037173e-10,-1.365063777080152523e-03,-3.012545231276275194e-04
2.600371534724207023e-10,-1.273057785397889051e-03,-3.074908593051600128e-04
2.800400114318376357e-10,-1.167012112567248532e-03,-3.213952843177801297e-04
3.000428693912546207e-10,-1.052150463211464155e-03,-3.468747622012124097e-04
3.200457273506716058e-10,-9.335597666497952264e-04,-3.871680862018645657e-04
3.400485853100885908e-10,-8.159318605819535636e-04,-4.445828555648550259e-04
3.600514432695055759e-10,-7.033452582934088737e-04,-5.202896616494972950e-04
3.800543012289225093e-10,-5.990983987466462187e-04,-6.141871696402288186e-04
4.000571591883394943e-10,-5.056020076143866214e-04,-7.248472717189408934e-04
4.200600171477564794e-10,-4.243340529273285965e-04,-8.495444070661880859e-04
4.400628751071734644e-10,-3.558565457344420009e-04,-9.843678212158705771e-04
4.600657330665904495e-10,-2.998893979010806431e-04,-1.124410313023840955e-03
4.800685910260074345e-10,-2.554329705611103115e-04,-1.264022223789642912e-03
5.000714489854243679e-10,-2.209280558532658427e-04,-1.397115361581349486e-03
5.200743069448414046e-10,-1.944400081962958981e-04,-1.517498476767891596e-03
5.400771649042583380e-10,-1.738526939942770322e-04,-1.619223999121040605e-03
5.600800228636752714e-10,-1.570579058619448333e-04,-1.696925122900696300e-03
5.800828808230923081e-10,-1.421268638937162347e-04,-1.746123011398654189e-03
6.000857387825092415e-10,-1.274523088618591423e-04,-1.763485829967736214e-03
6.200885967419262782e-10,-1.118523266943535213e-04,-1.747024370842386763e-03
6.400914547013432116e-10,-9.463022728572304562e-05,-1.696212998746332492e-03
6.600943126607601449e-10,-7.558829640023318288e-05,-1.612029262606093838e-03
6.800971706201771817e-10,-5.499679237181753967e-05,-1.496910486929667545e-03
7.001000285795941150e-10,-3.352291503443715942e-05,-1.354630659686314586e-03
7.201028865390111518e-10,-1.212739630762260773e-05,-1.190105657471676173e-03
7.401057444984280852e-10,8.061352276258166864e-06,-1.009139001756224983e-03
7.601086024578450185e-10,2.588410465086548619e-05,-8.181236717164489837e-04
7.801114604172620553e-10,4.028665945937325824e-05,-6.237178158815515332e-04
8.001143183766789886e-10,5.044292643606199610e-05,-4.325133812336645752e-04
8.201171763360960254e-10,5.585473002630441958e-05,-2.507166643144438981e-04
8.401200342955129587e-10,5.641978647700971437e-05,-8.385861123217847372e-05
8.601228922549298921e-10,5.246193330308277815e-05,6.344954698158144287e-05
8.801257502143469288e-10,4.472075211295063312e-05,1.877028737969235837e-04
9.001286081737638622e-10,3.430099957444576405e-05,2.866228839131474771e-04
9.201314661331808990e-10,2.258550477786470785e-05,3.592068695067931073e-04
9.401343240925978323e-10,1.111816512584396513e-05,4.057063562822369298e-04
9.601371820520148691e-10,1.466157510536766752e-06,4.275388753694861921e-04
9.801400400114316990e-10,-4.927707601936907587e-06,4.271410566732792647e-04
1.000142897970848736e-09,-6.890560889332883568e-06,4.077742324428471044e-04
1.020145755930265773e-09,-3.650937589655817737e-06,3.732961045100899387e-04
1.040148613889682809e-09,5.055118147395450851e-06,3.279134516665813495e-04
1.060151471849099639e-09,1.891290853162657688e-05,2.759312774222933470e-04
1.080154329808516676e-09,3.700010611733622982e-05,2.215132329849663669e-04
1.100157187767933713e-09,5.780418425088611152e-05,1.684666709173195131e-04
1.120160045727350543e-09,7.928714739734644588e-05,1.200634250292193178e-04
