# Time (s),DUT (V),TEM (V)
0.000000000000000000e+00,-1.071717088626107563e-03,8.719851710745571156e-04
2.000400160064025567e-11,-1.321395703972846978e-03,3.744235730253655235e-04
4.000800320128051133e-11,-1.535922376750235288e-03,-6.964759233625474489e-05
6.001200480192076700e-11,-1.706982480010647884e-03,-4.398779946683970487e-04
8.001600640256102266e-11,-1.828630462209655024e-03,-7.195022889880847749e-04
1.000200080032012783e-10,-1.897540452667959184e-03,-8.962632401257081705e-04
1.200240096038415340e-10,-1.913110234457557086e-03,-9.630830864036006318e-04
1.400280112044817897e-10,-1.877415001976461212e-03,-9.184437575240628074e-04
1.600320128051220453e-10,-1.795015807977692196e-03,-7.664538891117057568e-04
1.800360144057623010e-10,-1.672635737400063327e-03,-5.165991879951576000e-04
2.000400160064025567e-10,-1.518724159741432697e-03,-1.831914663113343286e-04
2.200440176070428123e-10,-1.342935494547668404e-03,2.154505575418201179e-04
2.400480192076830680e-10,-1.155553436083172313e-03,6.580398687600924222e-04
2.600520208083233237e-10,-9.668942765256898679e-04,1.121517627350446375e-03
2.800560224089635793e-10,-7.867237019382648062e-04,1.582336976142458473e-03
3.000600240096038350e-10,-6.237201859298976969e-04,2.017758960658343377e-03
3.200640256102440907e-10,-4.850149615551835954e-04,2.407085170397295013e-03
3.400680272108843463e-10,-3.758337111051364226e-04,2.732756063382627953e-03
3.600720288115246020e-10,-2.992588715357953014e-04,2.981252514277576895e-03
3.800760304121648577e-10,-2.561241851366852142e-04,3.143750384149995945e-03
4.000800320128051133e-10,-2.450452623293802195e-04,3.216493079886678826e-03
4.200840336134453690e-10,-2.625819292405677519e-04,3.200864214013801785e-03
4.400880352140856247e-10,-3.035204740773376564e-04,3.103160538265549960e-03
4.600920368147258803e-10,-3.612570273183768094e-04,2.934083205028892825e-03
4.800960384153661360e-10,-4.282576063012600415e-04,2.707982027178795943e-03
5.001000400160063916e-10,-4.965661481302601626e-04,2.441901761306790406e-03
5.201040416166466473e-10,-5.583293789227120963e-04,2.154490679990904954e-03
5.401080432172869030e-10,-6.063067519583024067e-04,1.864839170290941801e-03
