Column1,Column2
0,0.003325894
2.0004E-11,0.009037955
4.0008E-11,0.015352909
6.0012E-11,0.021990685
8.0016E-11,0.028625769
1.0002E-10,0.03490465
1.20024E-10,0.040465585
1.40028E-10,0.044959515
1.60032E-10,0.048070872
1.80036E-10,0.049537032
2.0004E-10,0.049159998
2.20044E-10,0.046828763
2.40048E-10,0.042532854
2.60052E-10,0.036374307
2.80056E-10,0.028505967
3.0006E-10,0.019172788
3.20064E-10,0.008720964
3.40068E-10,-0.002451538
3.60072E-10,-0.013905315
3.80076E-10,-0.025181079
4.0008E-10,-0.035822301
4.20084E-10,-0.04539768
4.40088E-10,-0.05352218
4.60092E-10,-0.05987547
4.80096E-10,-0.064216775
5.001E-10,-0.06639535
5.20104E-10,-0.066356075
5.40108E-10,-0.06413994
5.60112E-10,-0.059879508
5.80116E-10,-0.053712703
6.0012E-10,-0.045951812
6.20124E-10,-0.03706897
6.40128E-10,-0.027235593
6.60132E-10,-0.017023829
6.80136E-10,-0.006762555
7.0014E-10,0.0032195
7.20144E-10,0.012624477
7.40148E-10,0.021002282
7.60152E-10,0.028395306
7.80156E-10,0.034489622
8.0016E-10,0.039246517
8.20164E-10,0.04264969
8.40168E-10,0.044740376
8.60172E-10,0.045607937
8.80176E-10,0.045378332
9.0018E-10,0.044201376
9.20184E-10,0.042237752
9.40188E-10,0.039646717
9.60192E-10,0.036575354
9.80196E-10,0.033150081
1.0002E-09,0.029470943
1.0202E-09,0.025608989
1.04021E-09,0.021606783
1.06021E-09,0.017481869
1.08022E-09,0.013232786
1.10022E-09,0.008847024
1.12022E-09,0.00431016
1.14023E-09,-0.000384651
1.16023E-09,-0.005233548
1.18024E-09,-0.010174327
1.20024E-09,-0.015108179
1.22024E-09,-0.020038759
1.24025E-09,-0.024773878
1.26025E-09,-0.029295047
1.28026E-09,-0.033304165
1.30026E-09,-0.036606799
1.32026E-09,-0.038962633
1.34027E-09,-0.04025028
1.36027E-09,-0.040320895
1.38028E-09,-0.039077579
1.40028E-09,-0.036467136
1.42028E-09,-0.032497959
1.44029E-09,-0.027246244
1.46029E-09,-0.020858312
1.4803E-09,-0.01354864
1.5003E-09,-0.005593442
1.5203E-09,0.002680064
1.54031E-09,0.010908269
1.56031E-09,0.018708956
1.58032E-09,0.025701323
1.60032E-09,0.031527094
1.62032E-09,0.035871489
1.64033E-09,0.03848275
1.66033E-09,0.039188966
1.68034E-09,0.037911069
1.70034E-09,0.034671049
1.72034E-09,0.029594712
1.74035E-09,0.022908604
1.76035E-09,0.014931065
1.78036E-09,0.006084964
1.80036E-09,-0.0032598
1.82036E-09,-0.012511746
1.84037E-09,-0.02124096
1.86037E-09,-0.028991599
1.88038E-09,-0.035224358
1.90038E-09,-0.039645989
1.92038E-09,-0.041976197
1.94039E-09,-0.04205134
1.96039E-09,-0.039826991
1.9804E-09,-0.03538241
2.0004E-09,-0.0289181
2.0204E-09,-0.02074647
2.04041E-09,-0.011276012
2.06041E-09,-0.000989829
2.08042E-09,0.009580359
2.10042E-09,0.019883268
2.12042E-09,0.029378536
2.14043E-09,0.037566886
2.16043E-09,0.044026795
2.18044E-09,0.048386332
2.20044E-09,0.050357371
2.22044E-09,0.049936825
2.24045E-09,0.047099163
2.26045E-09,0.042147478
2.28046E-09,0.035298043
2.30046E-09,0.026962128
2.32046E-09,0.017543057
2.34047E-09,0.007599261
2.36047E-09,-0.002328394
2.38048E-09,-0.011695896
2.40048E-09,-0.020005634
2.42048E-09,-0.026829858
2.44049E-09,-0.031835759
2.46049E-09,-0.034804926
2.4805E-09,-0.035645967
2.5005E-09,-0.034399502
2.5205E-09,-0.03123518
2.54051E-09,-0.026440854
2.56051E-09,-0.0204045
2.58052E-09,-0.013589935
2.60052E-09,-0.006507739
2.62052E-09,0.000316884
2.64053E-09,0.006377401
2.66053E-09,0.011218372
2.68054E-09,0.014465049
2.70054E-09,0.015848313
2.72054E-09,0.015223386
2.74055E-09,0.012581117
2.76055E-09,0.008051069
2.78056E-09,0.001855967
2.80056E-09,-0.005528932
2.82056E-09,-0.013721477
2.84057E-09,-0.022113555
2.86057E-09,-0.030064442
2.88058E-09,-0.037087182
2.90058E-09,-0.04257105
2.92058E-09,-0.046031901
2.94059E-09,-0.0470807
2.96059E-09,-0.04545581
2.9806E-09,-0.041042647
3.0006E-09,-0.033885168
3.0206E-09,-0.024188403
3.04061E-09,-0.012311727
3.06061E-09,0.001246855
3.08062E-09,0.01587466
3.10062E-09,0.030875257
3.12062E-09,0.045504703
3.14063E-09,0.059011111
3.16063E-09,0.07067244
3.18064E-09,0.079830096
3.20064E-09,0.086011439
3.22064E-09,0.088733221
3.24065E-09,0.087773462
3.26065E-09,0.083116391
3.28066E-09,0.07486246
3.30066E-09,0.063318057
3.32066E-09,0.048953615
3.34067E-09,0.032382386
3.36067E-09,0.014329994
3.38068E-09,-0.004402073
3.40068E-09,-0.022977044
3.42068E-09,-0.040565316
3.44069E-09,-0.056386477
3.46069E-09,-0.06974861
3.4807E-09,-0.080082785
3.5007E-09,-0.08697087
