# Time (s),Amplitude (V)
0.000000000000000000e+00,0.000000000000000000e+00
1.999999999999999879e-11,2.508195668161808823e-03
3.999999999999999758e-11,9.765275429292933143e-03
5.999999999999999960e-11,2.098479817775920908e-02
7.999999999999999516e-11,3.490876499268378425e-02
9.999999999999999072e-11,4.988373835399283890e-02
1.199999999999999992e-10,6.396159918114448228e-02
1.399999999999999818e-10,7.501949779800083651e-02
1.599999999999999903e-10,8.089250102129909303e-02
1.799999999999999988e-10,7.951172367259520812e-02
1.999999999999999814e-10,6.904039668050979128e-02
2.199999999999999899e-10,4.800038375798500179e-02
2.399999999999999984e-10,1.538211207347025405e-02
2.599999999999999810e-10,-2.926829336187004166e-02
2.799999999999999637e-10,-8.578972869421060132e-02
2.999999999999999980e-10,-1.533783177624434002e-01
3.199999999999999806e-10,-2.305931207248767545e-01
3.399999999999999633e-10,-3.153956265340055465e-01
3.599999999999999976e-10,-4.052215544254756940e-01
3.799999999999999802e-10,-4.970817999966885559e-01
3.999999999999999629e-10,-5.876878263425103777e-01
4.199999999999999972e-10,-6.735954997487711982e-01
4.399999999999999798e-10,-7.513603703381362964e-01
4.599999999999999625e-10,-8.176967530966174902e-01
4.799999999999999968e-10,-8.696327080138427368e-01
4.999999999999999277e-10,-9.046531638562331779e-01
5.199999999999999621e-10,-9.208239718998477708e-01
5.399999999999999964e-10,-9.168905869656526209e-01
5.599999999999999273e-10,-8.923463075217922258e-01
5.799999999999999617e-10,-8.474665019954948919e-01
5.999999999999999960e-10,-7.833069288750781345e-01
6.199999999999999269e-10,-7.016660382299946264e-01
6.399999999999999613e-10,-6.059334723619866914e-01
6.599999999999999956e-10,-5.003632564968553131e-01
6.799999999999999265e-10,-3.867436171367512054e-01
6.999999999999999609e-10,-2.669023715377980555e-01
7.199999999999999952e-10,-1.427674249277786078e-01
7.399999999999999261e-10,-1.633575598731496631e-02
7.599999999999999605e-10,1.103587088646092035e-01
7.799999999999999948e-10,2.352778155692772377e-01
7.999999999999999257e-10,3.564119705375817793e-01
8.199999999999999601e-10,4.718124693025511074e-01
8.399999999999999944e-10,5.796228456388375916e-01
8.599999999999999253e-10,6.781087368309223207e-01
8.799999999999999597e-10,7.656857846426829983e-01
8.999999999999999940e-10,8.409451231409719174e-01
9.199999999999999250e-10,9.026760433465459421e-01
9.399999999999998559e-10,9.498854701024722624e-01
9.599999999999999936e-10,9.818139378325337896e-01
9.799999999999999246e-10,9.979478081850567950e-01
9.999999999999998555e-10,9.980275330149802615e-01
1.019999999999999993e-09,9.820518297762526050e-01
1.039999999999999924e-09,9.502777021543539204e-01
1.059999999999999855e-09,9.032163056070264817e-01
1.079999999999999993e-09,8.416247243249164178e-01
1.099999999999999924e-09,7.664937918974769060e-01
1.119999999999999855e-09,6.790321516150138459e-01
1.139999999999999992e-09,5.806468128313460042e-01
1.159999999999999923e-09,4.729205161799708845e-01
1.179999999999999854e-09,3.575862717731074780e-01
1.199999999999999992e-09,2.364994799916768364e-01
1.219999999999999923e-09,1.116080833635160197e-01
1.239999999999999854e-09,-1.507877029869040750e-02
1.259999999999999992e-09,-1.415230493786485133e-01
1.279999999999999923e-09,-2.656906245960462543e-01
1.299999999999999853e-09,-3.855839923686568693e-01
1.319999999999999991e-09,-4.992744089709759692e-01
1.339999999999999922e-09,-6.049329185420959654e-01
1.359999999999999853e-09,-7.008597757902889080e-01
1.379999999999999991e-09,-7.855117900665463671e-01
1.399999999999999922e-09,-8.575271509186314089e-01
1.419999999999999853e-09,-9.157473357529805069e-01
1.439999999999999990e-09,-9.592357471723966800e-01
1.459999999999999921e-09,-9.872927801677322535e-01
1.479999999999999852e-09,-9.994670767752297236e-01
1.499999999999999990e-09,-9.955627871440555499e-01
1.519999999999999921e-09,-9.756427202040834912e-01
1.539999999999999852e-09,-9.400273332486211997e-01
1.559999999999999990e-09,-8.892895766868357255e-01
1.579999999999999921e-09,-8.242456768991583971e-01
1.599999999999999851e-09,-7.459420054733448824e-01
1.619999999999999989e-09,-6.556382460578893401e-01
1.639999999999999920e-09,-5.547871296303116262e-01
1.659999999999999851e-09,-4.450110641822552782e-01
1.679999999999999989e-09,-3.280760347834236756e-01
1.699999999999999920e-09,-2.058631938981717313e-01
1.719999999999999851e-09,-8.033859898582394743e-02
1.739999999999999988e-09,4.647841577917060513e-02
1.759999999999999919e-09,1.725477248580939982e-01
1.779999999999999850e-09,2.958412311728396693e-01
1.799999999999999988e-09,4.143754924269946183e-01
1.819999999999999919e-09,5.262436290583393239e-01
1.839999999999999850e-09,6.296460005144395300e-01
1.859999999999999988e-09,7.229191563571861767e-01
1.879999999999999712e-09,8.045625964552369780e-01
1.900000000000000056e-09,8.732629097689105224e-01
1.919999999999999987e-09,9.279149034030034215e-01
1.939999999999999918e-09,9.676393820211433017e-01
1.959999999999999849e-09,9.917972916013507723e-01
1.979999999999999780e-09,1.000000000000000000e+00
1.999999999999999711e-09,9.921155489390813820e-01
2.020000000000000055e-09,9.682707768400623527e-01
2.039999999999999986e-09,9.288492783539782360e-01
2.059999999999999917e-09,8.744852334131084648e-01
2.079999999999999848e-09,8.060532050772852841e-01
2.099999999999999779e-09,7.246540702984883842e-01
2.119999999999999710e-09,6.315973099377734101e-01
2.140000000000000055e-09,5.283799429378537305e-01
2.159999999999999986e-09,4.166624435406583449e-01
2.179999999999999917e-09,2.982420289734095120e-01
2.199999999999999848e-09,1.750237473285220779e-01
2.219999999999999778e-09,4.898983075114962671e-02
2.239999999999999709e-09,-7.783219304541558192e-02
2.260000000000000054e-09,-2.034021179413730285e-01
2.279999999999999985e-09,-3.256998805315902690e-01
2.299999999999999916e-09,-4.427580572077336463e-01
2.319999999999999847e-09,-5.526935144155693536e-01
2.339999999999999778e-09,-6.537377029247313232e-01
2.359999999999999709e-09,-7.442651087622128570e-01
2.380000000000000053e-09,-8.228194031148448051e-01
2.399999999999999984e-09,-8.881368705231397209e-01
2.419999999999999915e-09,-9.391667384734072588e-01
2.439999999999999846e-09,-9.750880813427316163e-01
2.459999999999999777e-09,-9.953230267603707659e-01
2.479999999999999708e-09,-9.995460519327363791e-01
2.500000000000000052e-09,-9.876892203804782389e-01
2.519999999999999983e-09,-9.599432748434627571e-01
2.539999999999999914e-09,-9.167545687719005354e-01
2.559999999999999845e-09,-8.588178857672189581e-01
2.579999999999999776e-09,-7.870652624874694414e-01
2.599999999999999707e-09,-7.026509948249972659e-01
2.619999999999999638e-09,-6.069330685643539169e-01
2.639999999999999982e-09,-5.014513132484252900e-01
2.659999999999999913e-09,-3.879026306950622560e-01
2.679999999999999844e-09,-2.681136966669251387e-01
2.699999999999999775e-09,-1.440115748472096668e-01
2.719999999999999706e-09,-1.759271585890362019e-02
2.739999999999999637e-09,1.091091599547479724e-01
2.759999999999999982e-09,2.340557793137150178e-01
2.779999999999999913e-09,3.552371060284253423e-01
2.799999999999999844e-09,4.707036767724976922e-01
2.819999999999999774e-09,5.785979624101292851e-01
2.839999999999999705e-09,6.771842503634877275e-01
2.859999999999999636e-09,7.648765672977384522e-01
2.879999999999999981e-09,8.402641929269879517e-01
2.899999999999999912e-09,9.021343544964517402e-01
2.919999999999999843e-09,9.494917368511787137e-01
2.939999999999999774e-09,9.815744942296382725e-01
2.959999999999999705e-09,9.978665061979806739e-01
2.979999999999999636e-09,9.981056805617544159e-01
2.999999999999999980e-09,9.822881696848299038e-01
3.019999999999999911e-09,9.506684323869395437e-01
3.039999999999999842e-09,9.037551404240621311e-01
3.059999999999999773e-09,8.423029954047785983e-01
3.079999999999999704e-09,7.673005877851465373e-01
3.099999999999999635e-09,6.799544932563967858e-01
3.119999999999999979e-09,5.816698623693765668e-01
3.139999999999999910e-09,4.740278156536009146e-01
3.159999999999999841e-09,3.587600078791320368e-01
3.179999999999999772e-09,2.377207706501957007e-01
3.199999999999999703e-09,1.128572814769617516e-01
3.219999999999999634e-09,-1.382176077956890139e-02
3.239999999999999978e-09,-1.402784501664301464e-01
3.259999999999999909e-09,-2.644784577567159678e-01
3.279999999999999840e-09,-3.844237582234523165e-01
3.299999999999999771e-09,-4.981847723916015824e-01
3.319999999999999702e-09,-6.039314086859556285e-01
3.339999999999999633e-09,-6.999625041061402486e-01
3.359999999999999978e-09,-7.847331911070529742e-01
3.379999999999999909e-09,-8.568797501294063146e-01
3.399999999999999840e-09,-9.152415479737553428e-01
3.419999999999999770e-09,-9.588797090918285138e-01
3.439999999999999701e-09,-9.870922194271964933e-01
3.459999999999999632e-09,-9.994252198273413379e-01
3.479999999999999977e-09,-9.956803073482093369e-01
3.499999999999999908e-09,-9.759177269940156885e-01
3.519999999999999839e-09,-9.404554025462495970e-01
3.539999999999999770e-09,-8.898638220731097670e-01
3.559999999999999701e-09,-8.249568603969810177e-01
3.579999999999999632e-09,-7.467786861603796789e-01
3.599999999999999976e-09,-6.565869641185094752e-01
3.619999999999999907e-09,-5.558326228857911611e-01
3.639999999999999838e-09,-4.461365136158791933e-01
3.659999999999999769e-09,-3.292633351106927231e-01
3.679999999999999700e-09,-2.070932448293948125e-01
3.699999999999999631e-09,-8.159161249552365769e-02
3.719999999999999975e-09,4.522259711912624686e-02
3.739999999999999906e-09,1.713093036027449889e-01
3.759999999999999424e-09,2.946401300023954173e-01
3.779999999999999768e-09,4.132310336475161217e-01
3.800000000000000113e-09,5.251742237607036623e-01
3.819999999999999630e-09,6.286688523921950544e-01
3.839999999999999974e-09,7.220499849479926624e-01
3.859999999999999492e-09,8.038153842581509112e-01
3.879999999999999836e-09,8.726496773056985345e-01
3.899999999999999354e-09,9.274455158420852330e-01
3.919999999999999698e-09,9.673213904750607162e-01
3.940000000000000043e-09,9.916358116508130482e-01
3.959999999999999560e-09,9.999976293987196119e-01
3.979999999999999905e-09,9.922723258232993837e-01
3.999999999999999422e-09,9.685841791150440194e-01
4.019999999999999766e-09,9.293142642673497544e-01
4.040000000000000111e-09,8.750943226623334459e-01
4.059999999999999628e-09,8.067965991464890463e-01
4.079999999999999973e-09,7.255198100887360058e-01
4.099999999999999490e-09,6.325714681550125285e-01
4.119999999999999835e-09,5.294468481435009588e-01
4.139999999999999352e-09,4.178049322605449922e-01
4.159999999999999697e-09,2.994417218093166078e-01
4.180000000000000041e-09,1.762613446304906184e-01
4.199999999999999558e-09,5.024542309404651796e-02
4.219999999999999903e-09,-7.657880457583550460e-02
4.239999999999999420e-09,-2.021710968052759516e-01
4.259999999999999765e-09,-3.245110303622976700e-01
4.280000000000000109e-09,-4.416305032274955300e-01
4.299999999999999627e-09,-5.516453957650570006e-01
4.319999999999999971e-09,-6.527858808558126835e-01
4.339999999999999489e-09,-7.434248953882838240e-01
4.359999999999999833e-09,-8.221043150824357548e-01
4.379999999999999350e-09,-8.875584115674532981e-01
4.399999999999999695e-09,-9.387342143559063157e-01
4.420000000000000040e-09,-9.748084501478634367e-01
4.439999999999999557e-09,-9.952007869597571110e-01
4.459999999999999901e-09,-9.995831700175421553e-01
4.479999999999999419e-09,-9.878850992261546393e-01
4.499999999999999763e-09,-9.602947633157845608e-01
4.520000000000000108e-09,-9.172560124197638443e-01
4.539999999999999625e-09,-8.594612177867015923e-01
4.559999999999999970e-09,-7.878401334937886746e-01
4.579999999999999487e-09,-7.035449393447161803e-01
4.599999999999999832e-09,-6.079317055694307692e-01
4.619999999999999349e-09,-5.025385775061259608e-01
4.639999999999999693e-09,-3.890610312118893965e-01
4.660000000000000038e-09,-2.693245980690462393e-01
4.679999999999999555e-09,-1.452554971706857823e-01
4.699999999999999900e-09,-1.884964792695465602e-02
4.719999999999999417e-09,1.078594386087270568e-01
4.739999999999999762e-09,2.328333731562942377e-01
4.760000000000000106e-09,3.540616801023902527e-01
4.779999999999999624e-09,4.695941403421500238e-01
4.799999999999999968e-09,5.775721647649499912e-01
4.819999999999999485e-09,6.762586936737657872e-01
4.839999999999999830e-09,7.640661411415353710e-01
4.859999999999999347e-09,8.395819347591021442e-01
4.879999999999999692e-09,9.015912399128304111e-01
4.900000000000000036e-09,9.490965030227294097e-01
4.919999999999999554e-09,9.813334993459824629e-01
4.939999999999999898e-09,9.977836271822420056e-01
4.959999999999999416e-09,9.981822507018741630e-01
4.979999999999999760e-09,9.825229571847549082e-01
5.000000000000000105e-09,9.510576601827180898e-01
5.019999999999999622e-09,9.042925469460795229e-01
5.039999999999999966e-09,8.429799353086175895e-01
5.059999999999999484e-09,7.681061710306353874e-01
5.079999999999999828e-09,6.808757602973960488e-01
5.099999999999999346e-09,5.826919926361081581e-01
5.119999999999999690e-09,4.751343659734645342e-01
5.140000000000000035e-09,3.599331770006783393e-01
5.159999999999999552e-09,2.389416856147063839e-01
5.179999999999999897e-09,1.141063012307060587e-01
5.199999999999999414e-09,-1.256472941653416497e-02
5.219999999999999758e-09,-1.390336292580842681e-01
5.239999999999999276e-09,-2.632658729355102367e-01
5.259999999999999620e-09,-3.832629165347738454e-01
5.279999999999999965e-09,-4.970943484807965884e-01
5.299999999999999482e-09,-6.029289443763529155e-01
5.319999999999999827e-09,-6.990641262009490431e-01
5.339999999999999344e-09,-7.839533519548768092e-01
5.359999999999999689e-09,-8.562309951270484776e-01
5.380000000000000033e-09,-9.147343137463895824e-01
5.399999999999999550e-09,-9.585221555973482133e-01
5.419999999999999895e-09,-9.868900986856862234e-01
5.439999999999999412e-09,-9.993817833873985812e-01
5.459999999999999757e-09,-9.957962539787703626e-01
5.479999999999999274e-09,-9.761911914431465886e-01
5.499999999999999619e-09,-9.408819855477480454e-01
5.519999999999999963e-09,-8.904366611182092939e-01
5.539999999999999481e-09,-8.256667401326206468e-01
5.559999999999999825e-09,-7.476141866380486833e-01
5.579999999999999343e-09,-6.575346445088045000e-01
5.599999999999999687e-09,-5.568772377031520060e-01
5.620000000000000032e-09,-4.472612579751650275e-01
5.639999999999999549e-09,-3.304501150700446255e-01
5.659999999999999893e-09,-2.083229684703597206e-01
5.679999999999999411e-09,-8.284449705780154438e-02
5.699999999999999755e-09,4.396670698927318544e-02
5.719999999999999273e-09,1.700706116100923482e-01
5.739999999999999617e-09,2.934385631825676133e-01
5.759999999999999962e-09,4.120859217975313404e-01
5.779999999999999479e-09,5.241039884774889579e-01
5.799999999999999824e-09,6.276907107214201309e-01
5.819999999999999341e-09,7.211796724106861456e-01
5.839999999999999685e-09,8.030669017108822416e-01
5.860000000000000030e-09,8.720350657065540911e-01
5.879999999999999547e-09,9.269746625458696876e-01
5.899999999999999892e-09,9.670018701738305467e-01
5.919999999999999409e-09,9.914727645186043326e-01
5.939999999999999754e-09,9.999936784007484869e-01
5.959999999999999271e-09,9.924275345199005116e-01
5.979999999999999616e-09,9.688960506391632865e-01
5.999999999999999960e-09,9.297777814920488160e-01
6.019999999999999477e-09,8.757020289121117962e-01
6.039999999999999822e-09,8.075387181539955828e-01
6.059999999999999339e-09,7.263844032671609163e-01
6.079999999999999684e-09,6.335446266560240680e-01
6.100000000000000028e-09,5.305129166111192118e-01
6.119999999999999546e-09,4.189467606813307432e-01
6.139999999999999890e-09,3.006409414073922259e-01
6.159999999999999408e-09,1.774986633689582816e-01
6.179999999999999752e-09,5.150093602904767809e-02
6.199999999999999269e-09,-7.532529508107213556e-02
6.219999999999999614e-09,-2.009397561578908087e-01
6.239999999999999959e-09,-3.233216673356374971e-01
6.259999999999999476e-09,-4.405022512942089463e-01
6.279999999999999820e-09,-5.505964052939185116e-01
6.299999999999999338e-09,-6.518330271237997575e-01
6.319999999999999682e-09,-7.425835071053275005e-01
6.340000000000000027e-09,-8.213879277960064451e-01
6.359999999999999544e-09,-8.869785499140667717e-01
6.379999999999999889e-09,-9.383002066624430704e-01
6.399999999999999406e-09,-9.745272783652934034e-01
6.419999999999999751e-09,-9.950769743433852677e-01
6.439999999999999268e-09,-9.996187083606692392e-01
6.459999999999999612e-09,-9.880794168177883252e-01
6.479999999999999957e-09,-9.606447341378404614e-01
6.499999999999999474e-09,-9.177560064358268876e-01
6.519999999999999819e-09,-8.601031915133016126e-01
6.539999999999999336e-09,-7.886137593972184501e-01
6.559999999999999681e-09,-7.044377719817026540e-01
6.579999999999999198e-09,-6.089293817989743784e-01
6.599999999999999543e-09,-5.036250475516297342e-01
6.619999999999999887e-09,-3.902188168564894033e-01
6.639999999999999404e-09,-2.705350738304616032e-01
6.659999999999999749e-09,-1.464991899323035973e-01
6.679999999999999266e-09,-2.010655020502097323e-02
6.699999999999999611e-09,1.066095468015986480e-01
6.719999999999999955e-09,2.316105990289156202e-01
6.739999999999999473e-09,3.528856946171145537e-01
6.759999999999999817e-09,4.684838617650144421e-01
6.779999999999999335e-09,5.765454543244662444e-01
6.799999999999999679e-09,6.753320682245113060e-01
6.819999999999999196e-09,7.632545074548640063e-01
6.839999999999999541e-09,8.388983497155654279e-01
6.859999999999999885e-09,9.010467004540192448e-01
6.879999999999999403e-09,9.486997692417493688e-01
6.899999999999999747e-09,9.810909535624364741e-01
6.919999999999999265e-09,9.976991712688221270e-01
6.939999999999999609e-09,9.982572433143286350e-01
6.959999999999999954e-09,9.827561919049673245e-01
6.979999999999999471e-09,9.514453849265556151e-01
6.999999999999999816e-09,9.048285243237587094e-01
7.019999999999999333e-09,8.436555429665999473e-01
7.039999999999999677e-09,7.689105403607888745e-01
7.059999999999999195e-09,6.817959512820563894e-01
7.079999999999999539e-09,5.837132020161510670e-01
7.099999999999999884e-09,4.762401653907621379e-01
7.119999999999999401e-09,3.611057772836874791e-01
7.139999999999999746e-09,2.401622229556657495e-01
7.159999999999999263e-09,1.153551406508055294e-01
7.179999999999999608e-09,-1.130767819619201038e-02
7.199999999999999952e-09,-1.377885886209299360e-01
7.219999999999999469e-09,-2.620528720488141117e-01
7.239999999999999814e-09,-3.821014691372112138e-01
7.259999999999999331e-09,-4.960031389618627107e-01
