Column1,Column2
0,-0.038295134
2.0004E-11,-0.035701127
4.0008E-11,-0.03215815
6.0012E-11,-0.02787087
8.0016E-11,-0.02306075
1.0002E-10,-0.017954987
1.20024E-10,-0.012775793
1.40028E-10,-0.00773056
1.60032E-10,-0.003003366
1.80036E-10,0.001251787
2.0004E-10,0.004915749
2.20044E-10,0.007906878
2.40048E-10,0.010181545
2.60052E-10,0.011732623
2.80056E-10,0.012586165
3.0006E-10,0.012796604
3.20064E-10,0.012440845
3.40068E-10,0.011611712
3.60072E-10,0.010411166
3.80076E-10,0.008943759
4.0008E-10,0.007310709
4.20084E-10,0.005604921
4.40088E-10,0.003907217
4.60092E-10,0.002283909
4.80096E-10,0.000785778
5.001E-10,-0.000551615
5.20104E-10,-0.001706428
5.40108E-10,-0.002668084
5.60112E-10,-0.003434168
5.80116E-10,-0.004007007
6.0012E-10,-0.004390292
6.20124E-10,-0.004586071
6.40128E-10,-0.00459243
6.60132E-10,-0.004402083
6.80136E-10,-0.004002048
7.0014E-10,-0.003374459
7.20144E-10,-0.002498503
7.40148E-10,-0.001353325
7.60152E-10,7.82931E-05
7.80156E-10,0.001805801
8.0016E-10,0.003826633
8.20164E-10,0.006122247
8.40168E-10,0.008654822
8.60172E-10,0.01136499
8.80176E-10,0.014170923
9.0018E-10,0.016968981
9.20184E-10,0.019636091
9.40188E-10,0.022033849
9.60192E-10,0.024014262
9.80196E-10,0.025426902
1.0002E-09,0.026127135
1.0202E-09,0.02598499
1.04021E-09,0.02489417
1.06021E-09,0.022780638
1.08022E-09,0.019610215
1.10022E-09,0.015394655
1.12022E-09,0.010195699
1.14023E-09,0.004126716
1.16023E-09,-0.002648336
1.18024E-09,-0.009918771
1.20024E-09,-0.017433831
1.22024E-09,-0.024911941
1.24025E-09,-0.032052218
1.26025E-09,-0.038547731
1.28026E-09,-0.044099902
1.30026E-09,-0.048433316
1.32026E-09,-0.051310172
1.34027E-09,-0.052543598
1.36027E-09,-0.052009055
1.38028E-09,-0.049653149
1.40028E-09,-0.045499287
1.42028E-09,-0.039649741
1.44029E-09,-0.032283895
1.46029E-09,-0.023652603
1.4803E-09,-0.014068845
1.5003E-09,-0.00389502
1.5203E-09,0.006472552
1.54031E-09,0.016621226
