Column1,Column2
1.40828E-08,0.011777515
1.41028E-08,0.011172233
1.41228E-08,0.010587275
1.41428E-08,0.010021127
1.41628E-08,0.00945984
1.41828E-08,0.008877939
1.42028E-08,0.008240214
1.42228E-08,0.0075043
1.42428E-08,0.00662393
1.42629E-08,0.005552653
1.42829E-08,0.00424782
1.43029E-08,0.0026746
1.43229E-08,0.000809755
1.43429E-08,-0.001355047
1.43629E-08,-0.003810616
1.43829E-08,-0.006528522
1.44029E-08,-0.009460416
1.44229E-08,-0.01253848
1.44429E-08,-0.015677056
1.44629E-08,-0.018775393
1.44829E-08,-0.02172145
1.45029E-08,-0.024396555
1.45229E-08,-0.026680743
1.45429E-08,-0.028458476
1.45629E-08,-0.029624494
1.45829E-08,-0.030089459
1.46029E-08,-0.029785103
1.46229E-08,-0.028668595
1.46429E-08,-0.026725859
1.46629E-08,-0.023973657
1.46829E-08,-0.020460274
1.47029E-08,-0.016264747
1.47229E-08,-0.011494617
1.47429E-08,-0.006282309
1.4763E-08,-0.000780258
1.4783E-08,0.004844979
1.4803E-08,0.010419357
1.4823E-08,0.015768422
1.4843E-08,0.020724469
1.4863E-08,0.025133458
1.4883E-08,0.028861326
1.4903E-08,0.031799398
1.4923E-08,0.033868631
1.4943E-08,0.035022479
1.4963E-08,0.035248258
1.4983E-08,0.034566936
1.5003E-08,0.033031394
1.5023E-08,0.030723246
1.5043E-08,0.027748404
1.5063E-08,0.024231637
1.5083E-08,0.020310404
1.5103E-08,0.016128299
1.5123E-08,0.01182846
1.5143E-08,0.00754726
1.5163E-08,0.003408634
1.5183E-08,-0.000480706
1.5203E-08,-0.004034919
1.5223E-08,-0.007191399
1.5243E-08,-0.009911765
1.52631E-08,-0.012181458
1.52831E-08,-0.014008043
1.53031E-08,-0.015418333
1.53231E-08,-0.016454568
1.53431E-08,-0.017169894
1.53631E-08,-0.017623455
1.53831E-08,-0.017875394
1.54031E-08,-0.0179821
1.54231E-08,-0.01799198
1.54431E-08,-0.017942021
1.54631E-08,-0.017855342
1.54831E-08,-0.017739893
1.55031E-08,-0.017588346
1.55231E-08,-0.017379189
1.55431E-08,-0.017078936
1.55631E-08,-0.01664529
1.55831E-08,-0.016031057
1.56031E-08,-0.015188535
1.56231E-08,-0.014074091
1.56431E-08,-0.012652619
1.56631E-08,-0.010901568
1.56831E-08,-0.008814265
1.57031E-08,-0.006402298
1.57231E-08,-0.003696774
1.57431E-08,-0.000748342
1.57632E-08,0.002374064
1.57832E-08,0.005585706
1.58032E-08,0.008789641
1.58232E-08,0.011881246
1.58432E-08,0.014753407
1.58632E-08,0.017302095
1.58832E-08,0.019431983
1.59032E-08,0.021061787
1.59232E-08,0.022128998
1.59432E-08,0.022593707
1.59632E-08,0.022441291
1.59832E-08,0.021683755
1.60032E-08,0.020359653
1.60232E-08,0.018532528
1.60432E-08,0.016287957
1.60632E-08,0.01372934
1.60832E-08,0.010972637
1.61032E-08,0.008140354
1.61232E-08,0.005355103
1.61432E-08,0.002733085
1.61632E-08,0.000377887
1.61832E-08,-0.001625068
1.62032E-08,-0.003213087
1.62232E-08,-0.004349513
1.62432E-08,-0.005025584
1.62633E-08,-0.005260699
1.62833E-08,-0.005101083
1.63033E-08,-0.004616898
1.63233E-08,-0.003897946
1.63433E-08,-0.003048205
1.63633E-08,-0.002179492
1.63833E-08,-0.001404609
1.64033E-08,-0.000830352
1.64233E-08,-0.000550794
1.64433E-08,-0.000641214
1.64633E-08,-0.001153039
1.64833E-08,-0.002110091
1.65033E-08,-0.003506366
1.65233E-08,-0.005305501
1.65433E-08,-0.007441968
1.65633E-08,-0.009823948
1.65833E-08,-0.012337763
1.66033E-08,-0.014853609
1.66233E-08,-0.017232305
1.66433E-08,-0.019332697
1.66633E-08,-0.021019301
1.66833E-08,-0.022169776
1.67033E-08,-0.022681822
1.67233E-08,-0.022479113
1.67433E-08,-0.021515939
1.67634E-08,-0.019780302
1.67834E-08,-0.017295283
1.68034E-08,-0.014118605
1.68234E-08,-0.010340417
1.68434E-08,-0.006079389
1.68634E-08,-0.001477357
1.68834E-08,0.003307215
1.69034E-08,0.00810661
1.69234E-08,0.012751662
1.69434E-08,0.017079587
1.69634E-08,0.020941419
1.69834E-08,0.024208672
1.70034E-08,0.026778879
1.70234E-08,0.028579728
1.70434E-08,0.029571602
1.70634E-08,0.029748418
1.70834E-08,0.029136742
1.71034E-08,0.02779327
1.71234E-08,0.025800853
1.71434E-08,0.0232633
1.71634E-08,0.020299292
1.71834E-08,0.017035759
1.72034E-08,0.013601099
1.72234E-08,0.010118631
1.72434E-08,0.006700649
1.72635E-08,0.003443388
1.72835E-08,0.000423179
1.73035E-08,-0.00230602
1.73235E-08,-0.004713626
1.73435E-08,-0.006791928
1.73635E-08,-0.008554173
1.73835E-08,-0.010031386
1.74035E-08,-0.01126816
1.74235E-08,-0.012317716
1.74435E-08,-0.013236549
1.74635E-08,-0.014079023
1.74835E-08,-0.014892273
1.75035E-08,-0.015711735
1.75235E-08,-0.016557601
1.75435E-08,-0.017432428
1.75635E-08,-0.018320064
1.75835E-08,-0.01918596
1.76035E-08,-0.019978865
1.76235E-08,-0.020633809
1.76435E-08,-0.021076194
1.76635E-08,-0.021226749
1.76835E-08,-0.021007048
1.77035E-08,-0.020345261
1.77235E-08,-0.019181769
1.77435E-08,-0.017474298
1.77636E-08,-0.015202253
1.77836E-08,-0.012369955
1.78036E-08,-0.009008568
1.78236E-08,-0.005176568
1.78436E-08,-0.00095869
1.78636E-08,0.003536635
1.78836E-08,0.00818122
1.79036E-08,0.012832273
1.79236E-08,0.017338481
1.79436E-08,0.021546726
1.79636E-08,0.025309055
1.79836E-08,0.028489569
1.80036E-08,0.03097082
1.80236E-08,0.032659412
1.80436E-08,0.033490473
1.80636E-08,0.033430784
1.80836E-08,0.032480371
1.81036E-08,0.030672509
1.81236E-08,0.02807211
1.81436E-08,0.024772608
1.81636E-08,0.020891506
1.81836E-08,0.016564826
1.82036E-08,0.011940768
1.82236E-08,0.007172917
1.82436E-08,0.002413367
1.82637E-08,-0.002193894
1.82837E-08,-0.006518965
1.83037E-08,-0.010451112
1.83237E-08,-0.01390266
1.83437E-08,-0.016811555
1.83637E-08,-0.01914247
1.83837E-08,-0.020886445
1.84037E-08,-0.022059134
1.84237E-08,-0.022697795
1.84437E-08,-0.02285724
1.84637E-08,-0.022605009
1.84837E-08,-0.022016087
1.85037E-08,-0.021167486
1.85237E-08,-0.020133022
1.85437E-08,-0.018978615
1.85637E-08,-0.017758371
1.85837E-08,-0.016511683
1.86037E-08,-0.015261518
1.86237E-08,-0.014013965
1.86437E-08,-0.012759056
1.86637E-08,-0.011472802
1.86837E-08,-0.010120284
1.87037E-08,-0.008659603
1.87237E-08,-0.007046418
1.87437E-08,-0.005238786
1.87638E-08,-0.003201974
1.87838E-08,-0.000912931
1.88038E-08,0.001635869
1.88238E-08,0.004433499
1.88438E-08,0.007448747
1.88638E-08,0.010629558
1.88838E-08,0.013903792
1.89038E-08,0.017181316
1.89238E-08,0.020357335
1.89438E-08,0.02331681
1.89638E-08,0.025939734
1.89838E-08,0.028106999
1.90038E-08,0.029706531
1.90238E-08,0.030639372
1.90438E-08,0.030825353
1.90638E-08,0.030208062
1.90838E-08,0.028758808
1.91038E-08,0.026479349
1.91238E-08,0.023403224
1.91438E-08,0.019595578
1.91638E-08,0.015151478
1.91838E-08,0.010192766
1.92038E-08,0.004863606
1.92238E-08,-0.000675084
