Column1,Column2
0,0.033969607
2.0004E-11,0.040428997
4.0008E-11,0.045684335
6.0012E-11,0.049550038
8.0016E-11,0.051886846
1.0002E-10,0.052607661
1.20024E-10,0.051681426
1.40028E-10,0.049134848
1.60032E-10,0.045051854
1.80036E-10,0.039570765
2.0004E-10,0.032879016
2.20044E-10,0.025206448
2.40048E-10,0.016816799
2.60052E-10,0.007998101
2.80056E-10,-0.00095088
3.0006E-10,-0.009730691
3.20064E-10,-0.01805176
3.40068E-10,-0.025646568
3.60072E-10,-0.032279365
3.80076E-10,-0.03775474
4.0008E-10,-0.041924387
4.20084E-10,-0.044691788
4.40088E-10,-0.046014634
4.60092E-10,-0.045904896
4.80096E-10,-0.044426585
5.001E-10,-0.041691337
5.20104E-10,-0.037852072
5.40108E-10,-0.033095041
5.60112E-10,-0.027630684
5.80116E-10,-0.021681297
6.0012E-10,-0.015477518
6.20124E-10,-0.009247015
6.40128E-10,-0.003190183
6.60132E-10,0.002500877
6.80136E-10,0.007673824
7.0014E-10,0.012209305
7.20144E-10,0.01602481
7.40148E-10,0.019069566
7.60152E-10,0.021345928
7.80156E-10,0.02287388
8.0016E-10,0.023712056
8.20164E-10,0.023940911
8.40168E-10,0.02365775
8.60172E-10,0.022969276
8.80176E-10,0.02198403
9.0018E-10,0.02080518
9.20184E-10,0.019524049
9.40188E-10,0.018214759
9.60192E-10,0.016930283
9.80196E-10,0.015700117
1.0002E-09,0.014529674
1.0202E-09,0.013401437
1.04021E-09,0.012277763
1.06021E-09,0.011105155
1.08022E-09,0.009819739
1.10022E-09,0.008353593
1.12022E-09,0.00664153
1.14023E-09,0.004627915
1.16023E-09,0.002272802
1.18024E-09,-0.000440719
1.20024E-09,-0.003502888
1.22024E-09,-0.006880885
1.24025E-09,-0.010506053
1.26025E-09,-0.014288449
1.28026E-09,-0.018101741
1.30026E-09,-0.021801492
1.32026E-09,-0.025225272
1.34027E-09,-0.02820614
1.36027E-09,-0.030575598
1.38028E-09,-0.032174992
1.40028E-09,-0.032864045
1.42028E-09,-0.032529993
1.44029E-09,-0.031095579
1.46029E-09,-0.028525702
1.4803E-09,-0.024832308
1.5003E-09,-0.020077206
1.5203E-09,-0.014372564
1.54031E-09,-0.007878957
1.56031E-09,-0.000800971
1.58032E-09,0.006619519
1.60032E-09,0.01411218
1.62032E-09,0.021388789
1.64033E-09,0.028155126
1.66033E-09,0.034123642
1.68034E-09,0.039026369
1.70034E-09,0.042627448
1.72034E-09,0.044734694
1.74035E-09,0.045209636
1.76035E-09,0.043975523
1.78036E-09,0.041024139
1.80036E-09,0.036412644
1.82036E-09,0.030275265
1.84037E-09,0.022806581
1.86037E-09,0.014262482
1.88038E-09,0.00495567
1.90038E-09,-0.004767663
1.92038E-09,-0.014532305
1.94039E-09,-0.023951766
1.96039E-09,-0.032643744
1.9804E-09,-0.040246023
2.0004E-09,-0.046431863
2.0204E-09,-0.050924208
2.04041E-09,-0.053508087
2.06041E-09,-0.054040647
2.08042E-09,-0.052458363
2.10042E-09,-0.048781069
2.12042E-09,-0.043112604
2.14043E-09,-0.035637992
2.16043E-09,-0.026616975
2.18044E-09,-0.016376398
2.20044E-09,-0.00529704
2.22044E-09,0.006207075
2.24045E-09,0.017693021
2.26045E-09,0.028719612
2.28046E-09,0.038849859
2.30046E-09,0.047680659
2.32046E-09,0.054852148
2.34047E-09,0.060069422
2.36047E-09,0.063108928
2.38048E-09,0.063830135
2.40048E-09,0.062180958
2.42048E-09,0.05820065
2.44049E-09,0.052018777
2.46049E-09,0.043850572
2.4805E-09,0.033988842
2.5005E-09,0.022792748
2.5205E-09,0.010673907
2.54051E-09,-0.001919617
2.56051E-09,-0.014520807
2.58052E-09,-0.026661943
2.60052E-09,-0.037892883
2.62052E-09,-0.047798621
2.64053E-09,-0.056015434
2.66053E-09,-0.062244935
2.68054E-09,-0.066265491
2.70054E-09,-0.067940536
2.72054E-09,-0.067223457
2.74055E-09,-0.064158851
2.76055E-09,-0.058880131
2.78056E-09,-0.051604863
2.80056E-09,-0.042619602
2.82056E-09,-0.032279682
2.84057E-09,-0.020981246
2.86057E-09,-0.009152183
2.88058E-09,0.002760729
2.90058E-09,0.01432141
2.92058E-09,0.025112854
2.94059E-09,0.034756238
2.96059E-09,0.042925151
2.9806E-09,0.049357753
3.0006E-09,0.053866092
3.0206E-09,0.056342226
3.04061E-09,0.056760908
3.06061E-09,0.055178786
3.08062E-09,0.051730155
3.10062E-09,0.046619516
3.12062E-09,0.040111278
3.14063E-09,0.032517097
3.16063E-09,0.024181291
3.18064E-09,0.015464933
3.20064E-09,0.006733695
3.22064E-09,-0.001667056
3.24065E-09,-0.00941798
3.26065E-09,-0.016240613
3.28066E-09,-0.021912133
3.30066E-09,-0.026270322
3.32066E-09,-0.029219702
3.34067E-09,-0.030733521
3.36067E-09,-0.030852535
3.38068E-09,-0.029680653
3.40068E-09,-0.027377681
3.42068E-09,-0.024149565
3.44069E-09,-0.02023662
3.46069E-09,-0.015900349
3.4807E-09,-0.011409512
3.5007E-09,-0.007026122
3.5207E-09,-0.002992073
3.54071E-09,0.00048295
3.56071E-09,0.003231692
3.58072E-09,0.005137177
3.60072E-09,0.006137812
3.62072E-09,0.006229508
3.64073E-09,0.005464595
3.66073E-09,0.003948741
3.68074E-09,0.001831873
3.70074E-09,-0.00069757
3.72074E-09,-0.003426998
3.74075E-09,-0.006130061
3.76075E-09,-0.008580721
3.78076E-09,-0.010566293
3.80076E-09,-0.011899965
3.82076E-09,-0.012431975
3.84077E-09,-0.012058845
3.86077E-09,-0.010730151
3.88078E-09,-0.008452472
3.90078E-09,-0.005290273
3.92078E-09,-0.001363644
3.94079E-09,0.00315702
3.96079E-09,0.008059148
3.9808E-09,0.01309854
4.0008E-09,0.018011809
4.0208E-09,0.022530087
4.04081E-09,0.026393293
4.06081E-09,0.029364231
4.08082E-09,0.031241764
4.10082E-09,0.03187238
4.12082E-09,0.031159513
4.14083E-09,0.029069323
4.16083E-09,0.025637772
4.18084E-09,0.02096213
4.20084E-09,0.015208549
4.22084E-09,0.008603603
4.24085E-09,0.001442523
4.26085E-09,-0.006057044
4.28086E-09,-0.013495549
4.30086E-09,-0.020556585
4.32086E-09,-0.026927704
4.34087E-09,-0.032315352
4.36087E-09,-0.036461607
4.38088E-09,-0.039169044
4.40088E-09,-0.040301448
4.42088E-09,-0.039793374
4.44089E-09,-0.037653911
4.46089E-09,-0.033966806
4.4809E-09,-0.028886923
4.5009E-09,-0.02263319
4.5209E-09,-0.015478368
4.54091E-09,-0.007736146
4.56091E-09,0.000253802
